Age,Gender,Course,InternetAccess,SleepQuality,StudyMethod,FacilityRating,ExamDifficulty,Grade,StudyLevel,SleepLevel,AttendanceLevel
19,female,bcom,no,average,coaching,high,easy,D,low,good,low
17,male,ba,yes,average,coaching,medium,moderate,F,low,good,low
20,female,bcom,yes,average,selfstudy,high,moderate,A,high,regular,high
20,female,btech,yes,good,groupstudy,medium,hard,C,medium,bad,high
21,other,bca,yes,average,mixed,high,moderate,A,high,regular,high
17,female,bca,yes,good,coaching,high,moderate,A,medium,bad,medium
21,male,bba,no,good,mixed,medium,moderate,A,high,bad,high
20,male,btech,yes,good,mixed,low,moderate,F,low,regular,medium
22,female,bba,yes,good,selfstudy,high,moderate,D,medium,regular,high
24,female,bba,yes,average,groupstudy,medium,moderate,F,medium,regular,medium
18,female,ba,yes,average,online,medium,easy,F,low,good,medium
23,other,bba,yes,average,online,medium,moderate,C,high,good,medium
18,male,btech,yes,average,online,low,hard,D,medium,regular,high
24,other,bsc,yes,good,coaching,high,hard,C,medium,good,low
20,female,btech,yes,average,online,medium,hard,F,medium,good,low
22,other,ba,yes,average,mixed,low,easy,B,low,good,high
23,other,diploma,yes,average,online,high,moderate,A,high,good,medium
21,other,btech,yes,good,groupstudy,high,easy,D,high,good,low
20,other,ba,yes,average,groupstudy,high,easy,F,low,good,medium
23,female,bsc,yes,average,mixed,high,moderate,C,medium,good,high
20,female,diploma,yes,good,online,low,moderate,F,low,good,low
22,female,bba,yes,good,groupstudy,medium,hard,A,high,good,medium
21,male,bsc,yes,good,selfstudy,high,hard,A,medium,regular,medium
20,other,bsc,yes,poor,coaching,low,hard,A,high,good,high
17,other,bba,yes,good,online,low,moderate,B,high,good,high
19,female,btech,yes,average,selfstudy,high,moderate,F,low,regular,high
24,other,btech,yes,poor,coaching,low,moderate,F,low,regular,high
21,female,bba,yes,average,selfstudy,low,moderate,A,high,good,high
22,male,bca,no,good,groupstudy,medium,easy,C,medium,bad,low
19,other,bca,yes,good,mixed,high,easy,F,medium,regular,low
22,female,bsc,no,poor,selfstudy,medium,easy,D,medium,regular,low
20,other,diploma,yes,average,coaching,high,hard,A,medium,regular,high
18,male,bsc,yes,good,selfstudy,low,moderate,B,medium,good,high
18,female,diploma,yes,poor,groupstudy,medium,moderate,D,high,regular,low
20,other,bcom,yes,poor,groupstudy,high,easy,C,medium,regular,medium
21,male,ba,no,poor,groupstudy,low,easy,F,medium,regular,medium
19,other,diploma,yes,poor,online,medium,moderate,F,low,good,low
18,female,bcom,yes,good,coaching,medium,easy,A,high,regular,medium
19,male,bba,yes,good,mixed,low,moderate,C,medium,regular,low
19,other,bba,yes,poor,online,medium,easy,A,medium,bad,high
22,other,btech,yes,good,mixed,low,easy,F,low,good,low
20,female,bca,no,good,coaching,medium,moderate,A,high,regular,medium
20,female,bcom,yes,poor,online,medium,moderate,F,medium,good,low
18,other,ba,no,average,selfstudy,medium,easy,A,high,good,medium
21,male,bcom,yes,good,coaching,medium,moderate,D,low,good,high
24,female,diploma,yes,poor,online,high,moderate,D,medium,regular,high
22,female,ba,yes,good,selfstudy,low,moderate,F,low,bad,high
20,male,bba,yes,poor,groupstudy,low,hard,F,medium,regular,high
19,male,ba,no,poor,selfstudy,low,easy,C,high,regular,medium
19,female,bcom,yes,good,mixed,high,moderate,F,medium,good,low
17,other,bba,yes,good,coaching,medium,moderate,A,high,good,medium
17,female,bca,no,good,coaching,low,moderate,B,high,good,low
23,male,btech,yes,poor,mixed,high,hard,C,medium,regular,medium
23,other,bsc,yes,good,mixed,high,moderate,C,medium,regular,low
24,male,bsc,yes,average,online,high,moderate,A,high,regular,low
22,male,diploma,yes,good,selfstudy,medium,moderate,A,medium,bad,medium
24,male,bba,yes,good,groupstudy,medium,moderate,D,medium,bad,high
20,other,bcom,yes,poor,coaching,medium,moderate,A,high,good,high
19,other,bsc,yes,poor,online,medium,easy,C,medium,good,high
18,male,bba,yes,average,selfstudy,low,hard,B,high,good,high
18,female,ba,yes,good,mixed,medium,easy,D,high,regular,medium
22,other,bba,yes,good,groupstudy,medium,easy,C,medium,regular,high
17,other,bca,yes,average,mixed,medium,moderate,C,medium,bad,medium
24,other,btech,yes,good,coaching,high,moderate,A,high,regular,high
23,male,bba,yes,good,mixed,high,easy,A,high,good,high
20,male,bca,yes,poor,online,low,moderate,D,medium,regular,low
22,male,bsc,no,good,groupstudy,medium,easy,F,low,bad,medium
18,other,bcom,yes,average,groupstudy,medium,moderate,B,low,regular,medium
20,female,bba,yes,average,coaching,high,hard,B,medium,regular,medium
17,female,bcom,yes,poor,mixed,medium,moderate,F,medium,regular,low
17,female,diploma,no,good,online,low,moderate,D,medium,regular,medium
17,female,btech,yes,average,mixed,medium,moderate,C,low,good,medium
23,male,bsc,yes,average,mixed,high,moderate,D,medium,good,low
22,other,bca,yes,good,coaching,low,moderate,A,high,regular,medium
24,female,bba,yes,poor,online,low,moderate,F,low,bad,high
24,other,diploma,yes,good,groupstudy,medium,moderate,B,high,bad,low
24,other,btech,yes,average,online,high,moderate,D,low,good,high
24,other,btech,yes,poor,coaching,high,easy,B,high,regular,medium
17,other,bca,no,good,mixed,low,easy,A,high,good,medium
23,other,bca,yes,poor,online,medium,moderate,B,medium,good,high
22,male,bca,no,good,online,medium,moderate,A,high,regular,medium
18,male,diploma,yes,average,coaching,high,easy,B,low,good,high
18,other,bsc,no,average,groupstudy,low,easy,C,medium,regular,high
24,male,btech,yes,average,groupstudy,high,moderate,D,low,good,medium
24,other,bcom,yes,average,groupstudy,medium,moderate,D,medium,good,medium
19,male,diploma,no,good,online,medium,easy,B,medium,regular,high
17,other,ba,yes,average,online,high,easy,C,high,good,low
19,female,btech,yes,poor,online,high,moderate,D,medium,good,medium
17,male,bca,yes,poor,coaching,low,easy,A,high,regular,medium
22,female,bca,yes,average,selfstudy,high,easy,C,medium,bad,high
20,male,btech,yes,average,mixed,low,moderate,D,low,regular,high
17,male,ba,yes,good,online,high,easy,D,medium,regular,low
24,female,bca,yes,average,selfstudy,low,moderate,C,high,regular,high
23,female,diploma,no,poor,groupstudy,low,easy,C,high,regular,medium
24,male,bba,no,poor,online,low,easy,D,high,regular,low
24,male,bcom,yes,average,coaching,medium,moderate,B,medium,good,low
17,female,diploma,yes,good,online,high,moderate,A,high,regular,medium
23,female,bcom,yes,poor,online,low,moderate,F,medium,good,medium
23,female,bba,yes,poor,selfstudy,medium,easy,A,high,good,high
23,other,bca,no,poor,groupstudy,medium,hard,F,medium,bad,medium
19,female,ba,yes,good,selfstudy,medium,hard,F,medium,good,high
20,male,bba,yes,poor,online,high,easy,F,medium,bad,high
24,other,bca,yes,average,groupstudy,high,moderate,D,medium,good,low
17,other,bba,yes,poor,coaching,medium,moderate,D,medium,bad,high
22,male,bcom,yes,good,selfstudy,low,moderate,F,low,bad,low
23,other,bba,no,poor,selfstudy,high,hard,D,medium,regular,low
23,other,bcom,yes,average,groupstudy,medium,moderate,C,medium,good,medium
21,female,bba,yes,good,mixed,low,easy,F,high,regular,medium
23,other,btech,yes,good,mixed,high,moderate,A,high,regular,high
24,other,btech,yes,good,online,low,easy,A,high,good,medium
23,other,ba,yes,good,mixed,high,hard,C,medium,good,medium
17,other,btech,yes,poor,selfstudy,low,moderate,F,medium,bad,low
18,male,bca,yes,average,selfstudy,medium,moderate,C,high,good,high
19,male,bsc,yes,average,online,medium,hard,C,high,regular,low
19,female,ba,yes,good,mixed,low,easy,B,high,good,medium
19,other,bsc,no,good,selfstudy,high,moderate,B,high,good,medium
18,female,diploma,yes,poor,mixed,high,easy,C,medium,regular,high
22,male,bca,yes,poor,coaching,medium,hard,C,high,good,low
17,other,btech,yes,average,mixed,medium,easy,A,high,regular,high
23,female,bcom,yes,poor,coaching,medium,moderate,F,low,regular,high
22,other,diploma,yes,good,online,high,moderate,B,medium,good,low
24,female,ba,yes,average,groupstudy,low,moderate,F,medium,regular,medium
17,other,bca,yes,average,mixed,low,moderate,F,low,regular,low
19,other,btech,no,good,online,medium,moderate,C,high,good,low
24,female,ba,no,good,coaching,medium,moderate,C,high,bad,low
20,other,diploma,yes,poor,selfstudy,low,moderate,D,high,bad,low
21,male,bsc,no,average,online,low,moderate,A,high,regular,high
17,other,btech,yes,average,selfstudy,low,moderate,F,medium,regular,low
23,female,bca,yes,good,groupstudy,high,hard,F,low,regular,medium
19,other,btech,yes,poor,online,low,moderate,F,low,good,medium
24,male,bcom,yes,poor,selfstudy,high,moderate,A,high,good,low
19,female,bca,yes,poor,coaching,low,moderate,C,medium,regular,low
18,male,diploma,yes,poor,groupstudy,high,hard,F,medium,bad,medium
21,male,btech,yes,good,mixed,low,moderate,C,medium,regular,high
20,female,ba,no,good,coaching,high,moderate,F,low,regular,medium
20,male,bca,yes,poor,groupstudy,high,hard,C,high,good,medium
24,male,bcom,no,average,online,low,moderate,A,high,good,high
19,female,bcom,yes,average,mixed,medium,easy,B,high,regular,high
20,other,ba,yes,average,selfstudy,medium,moderate,F,medium,regular,low
21,other,bca,no,good,selfstudy,high,moderate,F,low,regular,high
18,male,btech,yes,average,online,high,hard,D,low,good,medium
23,male,btech,yes,average,groupstudy,low,moderate,F,medium,good,low
18,female,btech,yes,average,coaching,high,moderate,B,medium,regular,low
18,female,bcom,yes,average,coaching,high,moderate,F,low,regular,low
17,male,bsc,yes,average,selfstudy,low,easy,F,medium,bad,low
19,male,ba,no,average,online,medium,moderate,F,medium,regular,low
21,male,bcom,yes,poor,online,high,hard,F,medium,regular,low
22,female,bba,yes,poor,selfstudy,medium,moderate,F,medium,good,medium
24,female,bcom,yes,average,groupstudy,medium,easy,C,medium,regular,high
23,female,bca,no,average,coaching,medium,moderate,A,high,good,medium
19,female,bcom,yes,poor,selfstudy,high,easy,F,low,good,medium
23,male,bsc,yes,good,groupstudy,medium,moderate,F,medium,regular,medium
18,other,diploma,no,poor,online,low,easy,C,medium,good,medium
18,male,bba,yes,average,groupstudy,high,easy,B,high,regular,low
19,female,btech,yes,average,selfstudy,high,easy,A,high,good,low
21,male,bsc,yes,good,groupstudy,low,easy,A,high,good,high
18,female,btech,yes,average,online,medium,easy,C,high,good,medium
24,female,bca,yes,good,selfstudy,low,moderate,A,high,regular,medium
19,female,bba,yes,average,online,low,easy,C,high,regular,low
20,other,diploma,no,poor,online,high,moderate,B,high,regular,high
21,female,bcom,yes,good,selfstudy,high,hard,B,medium,good,medium
20,male,btech,yes,average,selfstudy,medium,hard,B,high,regular,high
20,female,ba,yes,poor,mixed,medium,easy,F,medium,good,high
24,female,btech,no,average,groupstudy,medium,moderate,B,high,regular,high
20,other,bsc,yes,good,coaching,high,moderate,B,low,good,high
17,female,bca,yes,average,mixed,low,moderate,F,low,regular,low
22,other,bcom,yes,good,mixed,high,hard,F,low,good,low
22,female,diploma,yes,average,mixed,medium,easy,B,high,regular,high
18,female,ba,yes,average,coaching,medium,moderate,C,medium,good,low
23,male,bba,yes,good,selfstudy,high,easy,A,high,regular,high
20,male,bca,yes,poor,mixed,high,moderate,D,medium,regular,medium
18,male,ba,yes,good,online,medium,moderate,D,medium,regular,medium
18,female,bcom,yes,poor,groupstudy,low,easy,C,high,good,low
22,other,bca,yes,good,mixed,medium,easy,B,medium,good,high
18,male,bca,no,poor,selfstudy,medium,moderate,F,medium,regular,low
20,other,bcom,no,good,groupstudy,high,easy,A,high,good,medium
22,other,bca,yes,average,online,low,easy,C,low,good,high
23,female,diploma,yes,good,mixed,medium,hard,C,medium,regular,medium
20,male,bsc,yes,poor,selfstudy,low,easy,F,low,bad,low
24,female,bca,yes,poor,online,high,hard,F,medium,regular,low
19,other,btech,yes,poor,mixed,low,moderate,C,high,good,low
23,male,diploma,yes,poor,groupstudy,medium,hard,F,low,regular,high
19,female,diploma,yes,good,selfstudy,high,hard,F,low,regular,medium
17,male,bca,yes,good,online,low,easy,C,high,regular,low
22,female,bcom,yes,poor,coaching,high,easy,B,high,good,medium
23,male,diploma,no,good,online,medium,easy,B,medium,good,medium
24,male,ba,yes,good,groupstudy,high,moderate,C,medium,regular,medium
24,other,btech,yes,good,groupstudy,medium,moderate,F,medium,regular,low
17,other,bca,yes,good,selfstudy,medium,moderate,F,low,regular,low
21,male,diploma,yes,good,coaching,high,moderate,B,medium,bad,high
22,female,bcom,no,average,coaching,medium,moderate,B,medium,good,high
21,male,bsc,yes,poor,online,low,hard,C,high,bad,medium
17,female,ba,yes,poor,selfstudy,high,easy,C,medium,bad,low
17,male,bcom,no,poor,online,medium,moderate,D,low,good,high
22,other,bba,yes,average,selfstudy,medium,easy,F,medium,regular,medium
23,male,bcom,yes,poor,groupstudy,high,hard,A,high,good,high
18,female,bsc,yes,good,mixed,medium,easy,A,medium,good,low
17,female,bsc,yes,poor,groupstudy,medium,easy,A,high,good,high
20,male,bba,yes,poor,groupstudy,medium,easy,D,medium,good,low
19,female,ba,yes,poor,mixed,medium,moderate,F,low,good,high
24,male,btech,yes,good,coaching,high,moderate,A,high,good,medium
24,female,ba,yes,average,online,low,moderate,F,medium,good,medium
21,female,bca,yes,poor,coaching,low,moderate,F,low,good,low
24,female,bsc,yes,good,selfstudy,low,moderate,A,medium,good,high
18,female,bsc,no,poor,coaching,high,moderate,B,high,regular,medium
24,female,bcom,yes,average,coaching,low,easy,C,medium,regular,medium
20,other,diploma,yes,good,coaching,medium,easy,C,medium,good,low
20,other,bcom,yes,good,selfstudy,medium,easy,C,medium,good,low
17,male,bca,yes,good,coaching,medium,hard,C,high,regular,medium
18,male,bba,yes,poor,mixed,low,easy,D,high,good,low
18,male,diploma,yes,poor,online,high,easy,C,high,good,medium
20,male,bba,yes,poor,groupstudy,high,hard,F,low,regular,low
18,other,bcom,no,poor,mixed,high,easy,C,medium,bad,high
17,other,bca,yes,good,groupstudy,low,moderate,C,high,bad,medium
21,female,btech,yes,average,coaching,medium,easy,F,low,good,medium
23,other,bca,yes,average,selfstudy,low,hard,F,medium,regular,low
17,female,bsc,yes,average,groupstudy,high,hard,A,high,good,high
21,female,bba,yes,poor,mixed,medium,hard,B,high,regular,high
24,other,bba,no,poor,online,high,hard,A,high,regular,high
20,male,bsc,yes,poor,groupstudy,medium,easy,C,medium,regular,high
18,male,ba,yes,poor,online,high,hard,F,low,good,low
17,male,ba,yes,average,selfstudy,low,easy,F,low,good,medium
24,male,bca,yes,poor,mixed,medium,hard,F,high,bad,low
20,male,ba,yes,good,selfstudy,high,hard,B,high,good,low
17,other,btech,yes,good,groupstudy,medium,moderate,B,medium,good,medium
23,other,btech,no,average,coaching,low,easy,C,medium,regular,low
23,female,bba,yes,average,mixed,high,moderate,B,high,good,medium
22,female,diploma,yes,average,selfstudy,low,hard,D,low,regular,high
17,male,ba,yes,average,groupstudy,low,moderate,F,low,regular,medium
17,male,btech,yes,poor,mixed,medium,easy,C,high,bad,low
18,female,bsc,yes,average,selfstudy,medium,easy,D,medium,good,low
18,male,diploma,yes,average,groupstudy,low,hard,B,high,good,medium
21,other,bba,yes,poor,coaching,medium,easy,B,high,regular,medium
20,male,btech,yes,average,groupstudy,medium,hard,D,high,bad,medium
23,other,bsc,yes,average,groupstudy,high,moderate,B,medium,good,high
17,male,bca,yes,average,mixed,low,hard,B,high,bad,high
22,male,bba,yes,good,groupstudy,medium,moderate,D,high,bad,medium
24,female,bcom,yes,average,groupstudy,low,hard,C,high,regular,low
18,male,bba,yes,average,groupstudy,low,easy,F,low,good,low
22,female,diploma,yes,average,coaching,high,hard,C,high,bad,low
21,male,diploma,yes,good,selfstudy,medium,easy,B,high,bad,high
17,other,bca,yes,good,groupstudy,high,moderate,D,medium,good,high
19,female,bcom,yes,good,mixed,medium,moderate,A,high,good,medium
23,other,btech,yes,average,coaching,high,hard,C,low,good,high
23,female,bcom,yes,good,mixed,high,easy,D,low,regular,low
19,other,btech,yes,good,groupstudy,low,moderate,F,low,good,high
17,female,ba,yes,good,coaching,medium,easy,C,medium,bad,low
18,other,bba,yes,average,coaching,low,moderate,F,low,good,medium
23,other,bcom,yes,good,selfstudy,high,moderate,C,medium,good,low
21,other,bsc,yes,good,online,high,moderate,B,medium,good,medium
20,other,ba,yes,average,coaching,high,hard,C,low,regular,high
17,other,btech,yes,poor,selfstudy,high,moderate,C,low,good,low
23,other,bsc,yes,poor,groupstudy,high,easy,D,high,good,high
20,male,diploma,yes,poor,selfstudy,high,moderate,F,medium,regular,low
21,male,diploma,yes,average,groupstudy,medium,moderate,A,high,good,medium
23,male,bba,yes,good,mixed,low,moderate,C,high,regular,medium
21,female,bcom,yes,poor,coaching,low,moderate,B,high,regular,low
24,male,btech,no,good,coaching,low,easy,A,high,regular,medium
21,male,bba,yes,good,online,medium,moderate,B,high,regular,low
19,female,ba,yes,good,online,low,hard,D,medium,regular,medium
24,male,bba,yes,average,groupstudy,medium,moderate,C,medium,regular,low
22,other,bsc,yes,average,groupstudy,high,moderate,F,low,good,low
23,other,bca,yes,average,selfstudy,low,moderate,B,high,good,low
18,male,bca,yes,average,groupstudy,medium,easy,D,high,bad,medium
22,female,bcom,yes,average,selfstudy,high,moderate,D,high,regular,low
21,other,btech,yes,poor,mixed,high,moderate,F,high,regular,low
17,male,ba,yes,good,online,medium,moderate,B,medium,good,low
19,other,bcom,yes,good,mixed,high,easy,D,low,bad,low
24,female,bca,yes,poor,coaching,medium,moderate,F,medium,bad,low
21,female,bsc,yes,good,mixed,medium,moderate,D,medium,regular,medium
23,male,btech,yes,average,selfstudy,high,moderate,B,high,regular,high
18,female,diploma,yes,average,coaching,high,easy,A,medium,regular,low
18,female,bsc,yes,good,groupstudy,high,easy,D,medium,regular,low
24,male,btech,no,good,coaching,high,easy,B,medium,good,high
20,other,bca,no,good,mixed,high,moderate,A,high,regular,high
24,female,bca,yes,good,coaching,high,moderate,A,high,regular,high
23,other,bsc,no,good,groupstudy,low,moderate,A,high,good,medium
19,male,ba,yes,average,online,low,moderate,F,medium,regular,low
24,other,bba,yes,average,coaching,high,moderate,D,medium,regular,low
23,female,bca,yes,average,groupstudy,high,moderate,F,medium,regular,low
18,female,bcom,yes,average,online,high,easy,F,low,good,medium
17,male,bsc,yes,poor,coaching,high,moderate,D,medium,bad,medium
18,other,btech,yes,average,online,low,moderate,D,medium,regular,low
22,male,bca,yes,poor,selfstudy,high,moderate,B,high,good,low
18,other,bca,yes,poor,selfstudy,high,easy,F,medium,good,high
19,female,diploma,yes,good,coaching,high,moderate,D,low,regular,low
20,female,bca,yes,good,groupstudy,high,moderate,D,medium,good,low
18,female,bsc,yes,good,online,low,moderate,F,medium,bad,low
19,male,bsc,yes,good,groupstudy,high,moderate,B,high,good,medium
22,female,bsc,yes,poor,groupstudy,high,moderate,C,high,regular,low
24,male,ba,no,average,coaching,medium,easy,D,low,regular,medium
20,other,diploma,yes,poor,online,low,moderate,D,medium,bad,medium
22,female,bba,yes,good,online,low,easy,B,medium,good,high
21,male,ba,yes,good,mixed,medium,hard,D,high,bad,low
20,male,bca,yes,average,coaching,medium,hard,A,high,regular,low
21,other,bca,yes,average,coaching,medium,moderate,C,medium,good,high
24,male,bcom,yes,average,groupstudy,low,moderate,B,high,good,medium
17,male,bca,yes,poor,online,low,moderate,F,low,good,medium
21,male,btech,yes,good,groupstudy,low,moderate,A,high,regular,medium
17,male,bcom,no,average,online,medium,moderate,C,high,regular,high
24,male,bsc,yes,poor,online,medium,easy,F,low,regular,low
21,other,bsc,yes,good,online,high,easy,A,high,regular,high
17,male,bsc,yes,good,mixed,high,easy,B,medium,bad,low
21,other,bcom,no,average,online,medium,easy,B,high,good,low
20,other,bca,yes,poor,groupstudy,low,easy,F,medium,good,low
17,female,bba,no,average,online,medium,moderate,D,medium,good,high
24,male,ba,yes,average,selfstudy,medium,moderate,D,medium,good,medium
20,other,ba,yes,average,mixed,high,moderate,F,low,good,low
17,male,bsc,yes,good,coaching,high,hard,A,high,good,high
21,female,bca,no,poor,groupstudy,high,easy,A,high,good,high
20,male,bca,no,good,coaching,low,easy,D,medium,good,medium
22,other,ba,yes,average,groupstudy,high,moderate,B,high,regular,low
18,female,bca,no,average,selfstudy,medium,moderate,B,high,regular,medium
23,male,bca,yes,poor,coaching,low,hard,B,high,good,medium
20,female,bca,yes,average,groupstudy,high,hard,F,low,bad,low
20,other,btech,yes,poor,groupstudy,medium,moderate,C,high,regular,low
23,other,btech,yes,good,online,high,moderate,D,medium,regular,medium
21,other,ba,yes,average,coaching,low,moderate,C,medium,regular,high
17,male,btech,no,poor,groupstudy,high,moderate,B,high,regular,low
21,other,btech,yes,good,selfstudy,medium,moderate,D,low,good,medium
22,female,btech,yes,good,groupstudy,low,moderate,D,low,bad,high
19,other,btech,yes,poor,coaching,low,moderate,A,high,regular,medium
18,female,bcom,yes,poor,mixed,high,hard,F,low,good,medium
17,female,bcom,yes,average,coaching,medium,easy,D,low,good,low
23,male,bca,yes,average,groupstudy,medium,moderate,A,medium,good,high
17,female,diploma,yes,average,selfstudy,medium,easy,B,high,good,high
21,male,bsc,yes,good,mixed,high,moderate,D,medium,regular,low
23,female,bcom,yes,poor,groupstudy,low,moderate,F,medium,good,low
19,female,ba,yes,poor,mixed,medium,easy,B,high,good,medium
18,other,bsc,yes,poor,online,low,easy,D,high,bad,low
22,female,bcom,yes,average,online,high,easy,C,high,regular,low
22,female,bba,no,good,mixed,medium,moderate,C,medium,good,high
17,male,bcom,yes,average,mixed,high,hard,B,high,good,high
21,female,bba,yes,average,mixed,low,hard,C,medium,good,medium
17,female,btech,yes,good,mixed,low,easy,B,high,regular,low
20,other,ba,yes,average,groupstudy,medium,easy,F,medium,good,low
19,male,bcom,no,poor,mixed,low,moderate,B,high,regular,high
23,male,bcom,no,poor,mixed,low,moderate,B,high,regular,low
24,female,ba,yes,poor,groupstudy,high,easy,D,low,regular,high
22,other,bcom,yes,good,selfstudy,high,moderate,C,low,good,high
22,other,bca,yes,poor,groupstudy,high,easy,F,low,good,medium
17,other,bsc,yes,poor,groupstudy,low,moderate,F,medium,regular,high
17,female,diploma,yes,poor,online,high,easy,F,medium,regular,low
23,male,bcom,yes,good,groupstudy,low,hard,F,low,good,medium
20,female,ba,yes,good,groupstudy,high,moderate,F,low,good,medium
21,male,bsc,yes,average,groupstudy,low,moderate,A,medium,good,medium
22,other,diploma,yes,average,selfstudy,high,moderate,F,low,bad,low
19,other,bba,yes,poor,groupstudy,low,moderate,C,high,regular,medium
22,female,bca,no,poor,coaching,low,moderate,C,medium,good,high
22,male,diploma,yes,poor,online,low,moderate,F,low,bad,low
18,male,diploma,yes,average,online,high,moderate,D,low,bad,high
22,other,bsc,yes,average,online,medium,moderate,F,medium,regular,high
18,male,bcom,yes,average,groupstudy,medium,easy,D,low,bad,high
19,male,bsc,yes,average,coaching,medium,easy,D,low,good,high
23,female,ba,no,good,mixed,low,moderate,D,low,regular,high
24,male,diploma,yes,poor,groupstudy,medium,moderate,D,medium,good,low
17,other,bca,yes,average,online,low,moderate,D,medium,good,medium
22,male,ba,yes,poor,selfstudy,high,easy,C,medium,bad,low
21,other,ba,yes,poor,selfstudy,high,moderate,B,high,good,high
21,other,bca,yes,good,groupstudy,medium,easy,A,high,bad,medium
23,male,ba,yes,good,coaching,medium,moderate,B,low,good,medium
17,female,diploma,no,average,selfstudy,medium,moderate,D,medium,good,medium
22,other,ba,yes,good,online,low,moderate,B,high,regular,low
19,other,bba,yes,average,coaching,high,moderate,B,medium,regular,low
18,other,bba,no,poor,groupstudy,low,moderate,F,low,good,medium
20,other,bca,yes,poor,selfstudy,medium,moderate,B,high,regular,low
17,male,ba,yes,average,coaching,low,moderate,F,low,good,low
22,female,bcom,no,average,coaching,high,moderate,D,medium,good,low
21,other,bcom,no,average,selfstudy,low,easy,B,high,good,high
21,male,diploma,no,average,coaching,high,moderate,A,high,bad,low
17,male,btech,no,poor,mixed,high,easy,A,high,good,high
23,male,bba,yes,good,mixed,high,easy,B,high,bad,low
17,other,diploma,no,average,mixed,medium,easy,D,medium,regular,medium
19,other,btech,yes,poor,groupstudy,high,moderate,B,medium,regular,medium
20,male,bba,yes,average,mixed,low,hard,D,low,good,medium
22,male,bba,no,average,coaching,low,easy,B,medium,good,low
20,female,bcom,yes,poor,groupstudy,high,moderate,B,high,regular,high
23,other,btech,yes,average,coaching,low,moderate,C,low,regular,high
24,other,bba,yes,average,selfstudy,low,moderate,F,medium,good,high
23,other,ba,yes,poor,groupstudy,high,moderate,D,high,good,low
17,other,bca,yes,average,selfstudy,medium,easy,F,low,good,low
23,female,btech,yes,good,coaching,high,moderate,D,medium,regular,low
18,male,diploma,yes,average,groupstudy,low,moderate,B,high,good,high
24,female,bba,no,average,coaching,medium,moderate,A,medium,regular,high
24,female,ba,yes,good,online,medium,moderate,C,high,regular,medium
17,other,ba,yes,poor,coaching,low,moderate,F,medium,good,medium
17,female,diploma,no,good,online,high,hard,D,medium,good,high
22,other,ba,yes,average,mixed,low,moderate,F,low,good,low
18,male,bba,yes,poor,mixed,medium,moderate,F,low,good,medium
24,other,bba,yes,poor,mixed,high,moderate,D,medium,good,low
21,female,bcom,yes,average,mixed,high,easy,A,high,good,high
21,female,bsc,yes,good,selfstudy,medium,easy,D,medium,regular,medium
23,other,bca,no,good,mixed,high,moderate,B,medium,good,low
18,female,bcom,yes,good,coaching,high,hard,B,low,good,high
21,male,btech,yes,poor,mixed,high,easy,D,high,bad,high
24,female,ba,yes,good,mixed,high,moderate,D,medium,good,medium
17,other,btech,yes,average,mixed,high,easy,B,low,good,high
18,other,ba,yes,poor,mixed,low,hard,B,high,good,low
18,female,bba,yes,average,coaching,high,easy,A,high,regular,high
19,female,diploma,yes,poor,groupstudy,low,moderate,F,low,good,high
18,male,bba,yes,average,mixed,low,moderate,D,low,good,medium
18,other,bcom,yes,poor,coaching,high,moderate,B,medium,bad,medium
23,female,bba,no,poor,online,high,moderate,C,medium,bad,low
20,male,bba,no,poor,groupstudy,medium,easy,B,high,regular,medium
19,other,bca,yes,good,groupstudy,low,moderate,C,medium,good,low
20,other,diploma,yes,average,groupstudy,low,hard,F,low,regular,low
24,male,btech,no,good,mixed,low,moderate,C,medium,good,high
20,female,bca,yes,good,selfstudy,medium,moderate,C,low,good,high
20,other,bca,yes,poor,online,medium,easy,F,medium,good,low
24,other,bcom,yes,average,online,low,moderate,F,medium,bad,low
17,male,bcom,yes,good,mixed,medium,easy,A,high,good,low
20,male,bcom,yes,average,selfstudy,high,moderate,C,medium,regular,medium
22,other,bcom,yes,poor,mixed,high,moderate,B,high,good,high
21,other,diploma,no,poor,online,medium,hard,F,low,good,medium
23,other,bcom,yes,poor,online,high,moderate,A,high,regular,high
24,female,ba,yes,average,selfstudy,low,easy,D,medium,bad,low
19,other,bba,yes,good,groupstudy,high,hard,C,low,good,high
23,female,bsc,yes,good,groupstudy,low,moderate,F,low,good,medium
18,other,bba,yes,average,selfstudy,low,easy,C,high,good,high
18,male,ba,yes,average,mixed,high,hard,D,low,good,medium
24,male,bsc,yes,good,selfstudy,low,hard,C,medium,good,high
17,male,bsc,yes,average,mixed,high,hard,D,medium,good,low
19,male,btech,yes,average,mixed,high,moderate,B,high,bad,medium
22,male,bba,yes,average,selfstudy,medium,hard,C,high,good,low
20,female,bca,yes,poor,selfstudy,low,hard,F,medium,good,low
23,male,diploma,yes,poor,online,medium,easy,B,medium,good,high
19,female,bba,yes,poor,groupstudy,low,hard,F,medium,good,medium
21,female,diploma,yes,poor,mixed,medium,easy,D,medium,regular,low
18,male,diploma,yes,average,online,low,moderate,C,low,good,high
18,female,bba,yes,average,selfstudy,high,hard,F,low,good,low
18,other,bcom,yes,average,coaching,low,easy,B,high,good,high
22,female,diploma,yes,average,selfstudy,high,moderate,F,medium,bad,high
18,male,bba,yes,poor,mixed,low,easy,F,low,bad,high
22,other,bca,yes,average,coaching,low,easy,D,medium,good,medium
