CourseCategory,InstRating,Lectures,Duration,AvgRating,LastUpdated,Fee,Discount,cbrt_NumberRatings,cbrt_Enrollment,cbrt_Student,cbrt_Review
it_software,4.5,69.0,6.75,4.5,9.0,19.99,43.0,17.61529318126469,27.892444522550996,37.331331383579766,26.687293069345994
it_software,4.5,114.0,47.78333333333333,4.5,6.0,9.3018,76.0,4.04124002062219,5.155136735475772,5.325074021614987,6.018461654806453
programming,3.9,23.0,1.1,4.1,7.0,23.99,84.0,10.112072614043534,18.445664774126147,106.42251558671174,44.20223707820438
programming,4.5,279.0,30.55,4.0,6.0,19.99,87.0,9.926122218065363,17.6528114143262,24.60058605693935,14.693019654708532
design,4.6,23.0,4.583333333333333,4.6,6.0,38.99,89.0,14.27189616228151,26.949149833833538,27.625541713202118,14.804880299480494
programming,4.4,109.0,15.1,4.3,6.0,9.3018,89.0,12.009252123942808,29.33499760988854,54.37856981011052,17.80762203558202
it_software,4.5,110.0,24.85,4.5,6.0,20.99,89.0,13.157839157659968,24.62864444844911,37.332766431301,26.687293069345994
programming,4.4,30.0,3.35,4.1,8.0,20.99,87.0,9.60095476615188,16.866310112046506,32.98867073602208,16.699446597412148
programming,4.5,471.0,28.866666666666667,4.3,8.0,16.99,58.0,8.540750116473752,15.828906118315508,99.63023441938006,66.07727404541723
it_software,4.6,71.0,4.916666666666667,4.6,6.0,149.99,89.0,18.047201219405025,28.971037275174286,63.11242209286401,39.83284411242242
it_software,4.4,180.0,14.733333333333333,4.4,6.0,20.99,88.0,20.01665279703581,28.824143848528124,37.18750688510571,24.68457023396406
business,4.7,37.0,5.716666666666667,4.6,6.0,20.99,86.0,10.67360659488778,21.603074550915487,24.81029749265872,12.854390945421038
it_software,4.5,275.0,14.616666666666667,4.6,6.0,14.2302,83.0,11.983774366920517,22.72901901733244,118.7627975127481,70.99060908659108
business,4.4,65.0,10.55,4.2,6.0,21.99,92.0,11.787941334361069,20.923379132357482,24.767443405077408,16.13044404846397
personal_development,4.5,152.0,12.083333333333334,4.5,6.0,29.99,88.0,12.960431957354956,22.63832482288347,22.650026233386928,12.972327725352255
personal_development,4.7,25.0,4.683333333333334,4.6,10.0,16.99,87.0,8.18824411006022,15.094221726673503,35.15145253054579,24.20199878761923
personal_development,4.6,49.0,8.766666666666667,4.6,6.0,16.99,87.0,14.838262329746103,24.803797545415314,47.13886799950558,27.27474395861629
programming,4.5,91.0,13.95,4.3,7.0,17.99,89.0,7.989569740454013,16.99769288183365,104.64155933312708,62.658944775610905
marketing,4.4,38.0,2.6833333333333336,4.4,6.0,19.99,78.0,14.343541793184691,25.132100746253187,97.19876344060732,55.46525433898735
programming,4.7,296.0,22.0,4.6,6.0,21.99,84.0,8.581680854052415,18.716949182623768,40.108455668423815,24.100848784692587
design,4.6,189.0,32.766666666666666,4.5,7.0,16.99,88.0,7.840594845883629,16.85106345667072,54.63650097246158,33.840079435418346
programming,4.5,68.0,6.233333333333333,4.6,6.0,21.99,85.0,17.098619406795144,27.797001211994434,33.14627445511917,18.99168611329092
business,4.3,55.0,3.4333333333333336,4.3,6.0,16.99,74.0,15.19017139300605,30.798203639539842,30.798203639539842,15.19017139300605
programming,4.6,104.0,10.2,4.6,6.0,12.0398,88.0,23.806311439623908,38.892097089824425,39.52031215093258,24.302310290825147
business,4.5,19.0,50.0,4.5,6.0,19.99,92.0,13.003943576762447,24.407956734990158,57.501575256151135,39.4596072690353
lifestyle,4.2,26.0,4.216666666666667,4.7,14.0,17.99,67.0,6.341325705384997,16.94909802807325,16.987303091419868,6.390676528399307
personal_development,4.5,77.0,5.666666666666667,4.5,12.0,20.99,43.0,12.777270861357497,22.75415534128083,23.930353642092278,13.092048862602509
it_software,4.5,89.0,6.45,4.6,6.0,19.99,51.0,14.45128319603153,38.8760032894847,60.03414722909235,36.69508357249248
business,4.5,37.0,3.9,4.6,8.0,16.99,56.0,21.01510628870398,36.42751612621866,104.64155933312708,62.658944775610905
business,4.6,65.0,10.283333333333331,4.6,6.0,21.99,69.0,9.608181682517248,14.573153893946614,16.234818167678284,11.495272158651513
it_software,4.3,117.0,12.866666666666667,4.4,9.0,29.99,88.0,12.535896814815496,20.759153072246292,37.12279629586132,19.759622507499422
personal_development,4.5,96.0,7.116666666666666,4.2,6.0,21.99,74.0,9.153737511815383,26.371395402962186,32.85581415096822,12.094166529909748
business,4.2,64.0,3.9333333333333336,4.3,10.0,16.99,90.0,12.576069469149887,23.340247384157124,33.79227441512214,16.040263178124746
personal_development,4.5,97.0,7.816666666666666,4.4,10.0,16.99,77.0,17.02303681929328,33.610314293783475,63.44142820684655,34.695037590381304
lifestyle,4.3,32.0,3.583333333333333,4.6,9.0,16.99,88.0,9.983305478136913,27.010055696617925,43.52291037837233,19.275756829808536
it_software,4.4,74.0,6.866666666666667,4.4,7.0,19.99,69.0,25.209440487462572,44.76053869953493,82.25042420552148,48.285909356127206
design,4.4,110.0,17.583333333333332,4.4,7.0,16.99,84.0,30.478619791778517,40.03933630369969,40.03954422680376,30.478619791778517
programming,4.2,312.0,24.33333333333333,4.3,6.0,23.99,92.0,8.485557944181444,14.860936971267828,34.198378911567914,18.05640741104731
programming,4.8,99.0,12.466666666666669,4.8,6.0,19.99,87.0,10.353988054484063,23.82335583581183,33.782638750381025,21.173914754482098
programming,4.3,55.0,5.016666666666667,4.2,9.0,20.99,52.0,13.798123388310248,21.064803597102383,106.40261620378516,48.42703450622569
business,4.6,47.0,7.933333333333334,4.5,6.0,23.99,74.0,13.349494292729123,22.52720987942097,23.598051165321312,14.129746231777567
marketing,4.5,28.0,5.616666666666667,4.5,6.0,17.99,81.0,8.133187014000047,17.243328653158542,47.1139531597694,27.967649712757137
programming,4.4,242.0,20.716666666666665,4.5,6.0,21.99,32.0,9.629797462192847,16.918875307842605,32.02016957612691,19.773272784286704
business,4.6,142.0,12.733333333333333,4.7,6.0,16.99,67.0,10.849181275689226,17.56033595419266,27.257706206444176,20.009162468484234
lifestyle,4.7,63.0,3.9166666666666665,4.7,7.0,21.99,90.0,9.382675196178836,20.3794230552194,39.865380783248355,26.09433189207585
programming,4.1,34.0,3.0,4.4,6.0,16.99,84.0,8.793659344316358,15.52648956296132,38.96731866551829,20.563948632708893
personal_development,4.4,71.0,7.283333333333333,4.3,9.0,16.99,88.0,11.189552331988294,17.482158687648138,53.116038626847015,34.07538061806123
programming,4.5,94.0,20.366666666666667,4.5,6.0,9.3018,92.0,14.276803967400912,25.506982580952013,28.89498282576065,16.26511414308854
programming,4.1,139.0,6.583333333333333,4.1,6.0,9.8494,90.0,7.4107950554206194,13.255308185254846,38.96292773431142,20.563948632708893
it_software,4.3,58.0,5.183333333333334,4.4,8.0,16.99,85.0,12.79154715352458,21.305437714736662,29.894816832894826,18.05538496441936
programming,4.5,208.0,33.166666666666664,4.6,8.0,12.0398,88.0,17.349180116671334,33.529861248417646,67.52070695298372,34.90669023336151
it_software,4.5,28.0,4.966666666666667,4.7,6.0,9.3018,89.0,7.243156443441741,13.490162013937638,40.00978927072569,23.76093679112808
programming,4.3,76.0,6.883333333333333,4.3,8.0,16.99,92.0,8.840822729402927,15.682545140792229,28.306995902236586,8.840822729402927
programming,4.2,265.0,17.283333333333335,4.1,6.0,21.99,78.0,7.033849655997663,11.370313651405942,13.810368179690219,8.675697358584909
it_software,4.6,76.0,5.766666666666667,4.6,8.0,9.3018,78.0,12.50399872068223,22.699299402002953,53.53103274272799,28.49050673865748
business,4.4,107.0,8.9,4.5,6.0,19.99,92.0,4.820284528350459,7.979112176485803,8.329954185503958,4.97318983326859
business,3.9,81.0,7.7,4.0,6.0,21.99,88.0,6.382504298859907,9.597337224450666,17.639965994898823,7.355762368401103
business,4.6,9.0,4.0,4.6,6.0,149.99,92.0,34.02593177392109,50.586949510793396,77.75531475267799,37.34113534502644
lifestyle,4.6,49.0,6.9,4.6,6.0,21.99,92.0,11.12798177869454,15.070776630433633,15.070776630433633,11.12798177869454
programming,4.4,42.0,4.083333333333333,4.4,6.0,12.0398,49.0,28.03439650394057,45.59441811227684,82.24544740648133,48.285909356127206
business,4.3,42.0,2.4833333333333334,4.6,6.0,16.99,84.0,6.889418774518041,12.888594369453648,49.119933889572096,19.769861982065553
it_software,4.5,46.0,5.683333333333334,4.6,6.0,16.99,90.0,11.93483191927337,19.502739041062647,48.46027142968475,28.451852634937737
personal_development,4.3,5.0,1.2833333333333332,4.3,6.0,16.99,88.0,7.060696670652126,12.450470673538849,12.450470673538849,7.060696670652126
programming,4.4,90.0,10.183333333333334,4.3,6.0,9.3018,73.0,17.07807227776155,32.247751380587026,65.98078718387634,35.698615601728065
lifestyle,4.7,10.0,1.6666666666666663,4.7,9.0,19.99,73.0,20.1456040670451,35.55232645732609,39.86160505655332,26.09433189207585
programming,4.4,363.0,67.21666666666667,4.4,6.0,23.99,82.0,22.075498189535097,37.29613819578314,37.581983597406904,22.280163609317853
design,4.7,52.0,3.3833333333333333,4.7,6.0,16.99,84.0,7.500740667593202,10.144566643969542,10.144566643969542,7.500740667593202
programming,4.4,172.0,22.616666666666667,4.4,6.0,9.3018,89.0,11.062999381629572,20.78078847411897,44.1576643967945,27.991068579936336
business,4.5,43.0,2.5,4.5,9.0,21.99,69.0,15.51403515422409,25.456159452389965,45.587201445612564,19.911273630304947
business,4.4,48.0,7.133333333333334,4.4,13.0,16.99,89.0,7.355762368401103,16.094492927654624,16.094492927654624,7.355762368401103
personal_development,4.5,111.0,6.383333333333334,4.5,6.0,19.99,77.0,24.635786371174436,46.63716389189054,67.52070695298372,34.90669023336151
programming,4.7,63.0,9.633333333333333,4.7,7.0,19.99,58.0,16.162408391825615,27.798726715658937,95.28666871433458,65.60089727109022
business,4.5,25.0,4.016666666666667,4.5,7.0,16.99,69.0,9.314019015607672,16.499846952972813,46.25161426067663,26.41111790675886
business,4.5,312.0,33.88333333333333,4.5,6.0,27.99,87.0,11.403733259707526,19.96493857072649,22.2182140919284,13.009854461020417
personal_development,4.4,28.0,3.65,4.4,9.0,179.99,92.0,17.408777004948107,28.281180493912586,64.73079985073923,43.108074993925676
personal_development,4.5,15.0,3.4833333333333334,4.5,13.0,17.99,88.0,21.619489725049192,39.001314880060335,48.41210566212371,29.4649588721976
personal_development,4.1,118.0,11.583333333333334,4.1,9.0,23.99,89.0,4.481404746557165,9.84425356456435,9.84425356456435,4.481404746557165
business,4.6,70.0,53.0,4.8,9.0,16.99,89.0,9.129806062724757,14.891062610114806,37.86191806044427,23.814542814944083
it_software,4.2,34.0,7.666666666666667,4.4,7.0,19.99,62.0,8.193212706006458,14.161397502170026,36.180421430693,18.263610288950503
it_software,4.4,91.0,13.35,4.3,8.0,16.99,32.0,11.344471940382816,21.159034455294837,53.70622359544542,27.443963025545933
lifestyle,4.5,211.0,12.583333333333334,4.6,6.0,19.99,32.0,9.483813618729691,14.214387322345122,19.67043242389928,13.873001091798344
programming,4.5,310.0,48.333333333333336,4.4,6.0,21.99,90.0,17.8527074698508,36.437812415493156,42.90894740774482,22.836266280440896
personal_development,4.2,63.0,6.2,4.5,6.0,16.99,92.0,11.55799313030426,21.91079581426066,36.76081406960635,15.689318873986286
design,4.5,45.0,4.916666666666667,4.5,7.0,17.99,88.0,15.161223878562183,25.01812019649936,118.7627975127481,70.99060908659108
it_software,4.7,68.0,6.066666666666666,4.7,6.0,9.3018,88.0,36.03417536545254,57.89179190471857,82.55136073354583,54.92220406132286
it_software,4.6,36.0,3.8166666666666655,4.4,6.0,9.3018,86.0,16.236082758598467,28.709748334522445,63.11242209286401,39.83284411242242
business,4.5,85.0,3.45,4.5,8.0,25.99,78.0,19.538604217192173,33.23855297818311,50.10790031627136,31.585473748574437
business,4.6,51.0,4.383333333333334,4.5,6.0,16.99,88.0,9.956477520849356,19.335678140758127,31.038107835378987,20.602500717561036
programming,4.6,173.0,18.516666666666666,4.6,6.0,12.0398,32.0,14.679110192634699,23.297336786604262,23.297336786604262,14.679110192634699
personal_development,4.3,18.0,1.75,4.3,9.0,16.99,66.0,7.9157832193608115,12.767053944429666,12.767053944429666,7.9157832193608115
it_software,4.3,36.0,4.083333333333333,4.4,6.0,16.99,74.0,6.753313416693821,10.596985021248148,15.593949001011946,9.363704915564243
programming,4.4,139.0,10.366666666666667,4.5,8.0,21.99,79.0,8.434326653017493,13.462630994530578,14.089561880470004,8.675697358584909
programming,4.4,83.0,16.033333333333335,4.3,6.0,9.3018,90.0,19.97663939138852,34.161286746280105,62.711115414907155,31.240925365087115
programming,3.9,120.0,29.15,4.3,7.0,49.99,67.0,9.986648849277056,20.162837269689014,28.73762542434151,11.119900452846577
business,4.4,228.0,23.83333333333333,4.4,6.0,54.99,66.0,6.455314810938885,11.205503247854402,11.208157322621549,6.455314810938885
design,4.5,43.0,8.416666666666666,4.6,7.0,20.99,67.0,14.842802801978616,33.78322288654358,42.32569905251548,20.095377764399824
business,4.4,87.0,11.766666666666667,4.6,9.0,23.99,83.0,15.416477556319986,22.761235041594944,42.034552066183906,31.590150751958394
marketing,4.4,117.0,15.683333333333334,4.3,6.0,23.99,86.0,10.443383860248902,18.801252368661103,97.19876344060732,55.46525433898735
it_software,4.4,15.0,1.0666666666666669,4.5,11.0,16.99,77.0,18.23558629227236,33.562443865231444,129.44507044641227,54.80082226553151
it_software,4.2,90.0,8.616666666666667,4.2,6.0,16.99,56.0,8.745984552117223,15.216130152804425,27.55108959978144,16.656304670187943
lifestyle,4.5,25.0,2.6833333333333336,4.5,9.0,19.99,84.0,29.28066766670061,56.25858305240595,64.90637408183507,30.821029097550333
programming,4.3,79.0,10.183333333333334,4.3,6.0,19.99,86.0,17.479977099219962,30.55521664760311,37.50939024101962,17.847476673339887
it_software,4.2,196.0,43.28333333333333,3.8,6.0,139.99,90.0,12.852373304366797,21.642286844492993,36.39457915490681,22.730954555025296
it_software,4.2,92.0,9.666666666666666,4.2,6.0,16.99,89.0,11.946521282200074,21.61021464746623,34.198378911567914,18.05640741104731
marketing,4.4,38.0,3.4166666666666665,4.5,7.0,16.99,80.0,9.669176254223277,27.355606803485106,60.50700007795086,30.948579339618227
lifestyle,4.3,117.0,12.8,4.2,11.0,19.99,90.0,7.588579337781816,13.947079119366943,14.143090351366057,7.780490361481425
lifestyle,4.6,63.0,5.766666666666667,4.6,6.0,24.99,92.0,7.4107950554206194,14.24730635450868,38.20708730647368,19.361499439906023
business,4.4,119.0,12.05,4.3,6.0,17.99,92.0,15.236259234398101,24.712984152842775,43.21828786752496,28.11601523704498
business,4.6,36.0,1.8666666666666667,4.7,6.0,16.99,89.0,9.799333565676578,17.533270042067294,48.36797622074185,34.658446440175815
programming,4.4,76.0,9.3,4.4,6.0,9.3018,84.0,10.670679913470188,18.354099517909862,18.354099517909862,10.670679913470188
it_software,4.6,43.0,6.433333333333334,4.6,6.0,12.0398,81.0,11.065722246465494,17.94323682278471,19.14842204205835,11.722813257645152
programming,4.4,125.0,14.766666666666667,4.5,6.0,19.99,90.0,16.86513827086216,37.17014407953056,82.25042420552148,48.285909356127206
personal_development,4.6,35.0,2.2333333333333334,4.6,12.0,20.99,76.0,19.542969020352558,38.795776633158994,68.50063046642981,37.83585709432775
lifestyle,4.5,54.0,10.533333333333331,4.6,6.0,16.99,69.0,14.131415625251488,26.585342519257757,31.601503426841617,19.432375882094384
it_software,4.5,260.0,12.016666666666667,4.2,6.0,16.99,32.0,8.092672334566455,13.93335673528167,24.891799044398642,14.330568543105052
business,4.5,76.0,4.816666666666666,4.2,6.0,19.99,89.0,11.114506369801388,25.69768181485383,59.95422434463022,28.34231164906047
personal_development,4.5,50.0,2.55,4.5,6.0,19.99,88.0,9.306327832080482,15.440283581822925,19.0909764307389,9.806271149279334
lifestyle,4.5,183.0,40.11666666666667,4.5,9.0,23.99,66.0,17.243328653158542,36.1569791019291,45.34484040837147,18.522738050832196
lifestyle,4.4,45.0,6.716666666666667,4.5,7.0,17.99,49.0,15.159773598863401,31.636511767803903,39.73406927253717,21.521341707274743
business,4.5,97.0,15.533333333333331,4.5,6.0,28.99,87.0,10.25034700391766,18.419175032402524,52.01626710000035,29.80015314546764
it_software,4.7,88.0,8.816666666666666,4.3,6.0,16.99,81.0,11.18688942081397,23.19555999059599,82.55136073354583,54.92220406132286
programming,4.6,73.0,11.416666666666666,4.7,8.0,12.0398,79.0,12.506130326369737,22.58617161200028,80.30322423620238,42.1237844777188
programming,4.6,196.0,16.466666666666665,4.6,7.0,21.99,92.0,8.849344009597905,19.36505559747335,20.03909021464628,9.267679845973117
it_software,4.4,685.0,80.0,4.5,6.0,16.99,86.0,18.47696182633498,33.24458615003945,60.2704458194364,34.21717956346464
programming,4.5,94.0,8.216666666666667,4.3,6.0,9.3018,77.0,13.787610528325326,27.220867780884,118.76837462667018,70.99060908659108
lifestyle,4.3,107.0,9.883333333333333,4.2,6.0,17.99,76.0,6.471273626960365,11.849984273629481,26.532415535761533,9.86142181274706
business,4.5,95.0,20.216666666666665,4.5,6.0,21.99,84.0,29.312901864973636,49.3757042040246,105.13491350034136,69.75732292089708
programming,4.5,69.0,7.233333333333333,4.6,6.0,20.99,32.0,13.971028523411508,24.461552914463564,99.63023441938006,66.07727404541723
programming,4.6,180.0,24.416666666666668,4.7,6.0,23.99,82.0,16.518192361627122,27.135125089530824,105.56314212425868,64.92875823753684
it_software,4.5,286.0,13.433333333333334,4.5,6.0,109.5126,89.0,7.080698751085013,14.794227113020513,37.332766431301,26.687293069345994
programming,4.5,120.0,16.9,4.3,6.0,9.8494,88.0,14.934529471223716,25.860196359942755,76.86821783426342,57.80632985038967
lifestyle,4.4,26.0,2.3,4.5,6.0,16.99,86.0,9.704698896018698,15.99218368219529,20.454589150673584,13.717111479562742
programming,4.5,282.0,25.35,4.5,6.0,20.99,87.0,35.10688414578688,58.35630841020105,67.249312467923,38.537378664253964
business,4.7,42.0,5.616666666666667,4.7,7.0,16.99,79.0,8.908538705945453,15.498785891721194,31.61284795080195,22.52129670829987
lifestyle,4.4,97.0,11.166666666666666,4.3,10.0,28.99,92.0,13.952218058343163,25.209964984809748,36.14448109746276,22.707059846847557
business,4.2,38.0,3.333333333333333,4.3,6.0,19.99,89.0,8.741624638856287,17.559254918979747,22.0151410921849,11.656953366502913
programming,4.4,92.0,15.5,4.6,6.0,16.99,71.0,11.136051383972617,22.08096885407713,55.16424730959602,30.644570304035057
programming,4.4,185.0,17.65,4.3,6.0,19.99,92.0,6.231679684369752,10.55825518310222,52.70141825088356,22.34043485951911
personal_development,4.4,13.0,1.1166666666666667,4.2,8.0,104.99,89.0,6.557672186169711,13.499314094094949,28.34894948448892,11.66920579655078
programming,4.6,44.0,13.3,4.6,6.0,34.99,88.0,15.416477556319986,26.6521448711178,125.55704458979561,86.75635357241855
business,4.5,81.0,3.733333333333333,4.5,6.0,20.99,69.0,11.1091070459642,19.420893633774533,45.4125034293176,29.75240665039779
business,4.6,231.0,23.116666666666667,4.6,6.0,17.99,85.0,9.209096233392465,18.928633473834157,31.038107835378987,20.602500717561036
it_software,4.3,63.0,12.033333333333331,4.4,9.0,16.99,43.0,13.928203866196633,25.42628976587895,35.54995282088845,19.61514170777381
business,4.5,21.0,2.3,4.4,7.0,16.99,86.0,16.90838839897321,24.8751104765175,32.55446488744694,22.79207686122026
business,4.6,331.0,15.85,4.6,7.0,199.99,92.0,7.027105788338387,14.149752978827287,14.149752978827287,7.027105788338387
programming,4.6,91.0,14.45,4.6,6.0,21.99,88.0,6.57313845144243,10.717315545247246,10.90272355699284,6.679420031639376
programming,4.3,376.0,30.28333333333333,4.4,6.0,9.8494,91.0,9.90578174668388,25.651665678201127,54.91159350955516,32.71159766555893
business,4.2,68.0,4.216666666666667,4.5,6.0,16.99,84.0,6.205821794895752,10.019960132802336,10.154274369169674,6.3079935486632674
design,4.5,81.0,9.733333333333333,4.5,7.0,24.99,89.0,11.136051383972617,28.71662162861663,56.76066674458646,27.68220607340738
it_software,4.3,21.0,6.25,4.1,6.0,16.99,89.0,12.333252170555898,21.846730830289204,35.55074406825279,19.61514170777381
personal_development,4.1,31.0,1.6,4.1,6.0,16.99,43.0,12.815946921101467,17.911084132999793,19.999166631942032,13.425746889173134
business,4.6,49.0,3.883333333333333,4.6,6.0,16.99,83.0,16.2600726505864,26.412073602075743,29.528938375275217,19.234400134929494
marketing,4.6,22.0,1.5333333333333332,4.7,7.0,16.99,88.0,10.37261037528152,16.625007066535524,23.589667985232623,16.29404226043203
it_software,4.5,37.0,3.55,4.7,6.0,16.99,85.0,10.647208449361848,22.668204432388254,37.332766431301,26.687293069345994
lifestyle,4.5,38.0,4.666666666666667,4.5,8.0,17.99,90.0,13.17706454905573,22.873279156282987,24.335564108156667,15.152518034627516
it_software,4.2,34.0,4.216666666666667,4.7,10.0,16.99,50.0,9.611791067410666,16.903723372277902,36.180421430693,18.263610288950503
business,4.4,41.0,6.716666666666667,4.4,6.0,16.99,92.0,27.564257450373816,56.055323727739676,68.42026348098435,31.248095883981307
it_software,4.2,73.0,5.966666666666667,4.1,6.0,19.99,58.0,8.310694107104098,14.214387322345122,43.82176520893949,27.94461842341146
marketing,4.4,32.0,3.65,4.4,6.0,16.99,43.0,7.0,15.477942959242947,38.15289278365002,19.664400134597543
lifestyle,4.8,44.0,4.333333333333333,4.8,7.0,16.99,89.0,5.915481699700717,8.242570599617114,8.242570599617114,5.915481699700717
it_software,4.2,46.0,5.116666666666666,4.2,7.0,16.99,69.0,9.065367701259415,13.950505499340036,13.950505499340036,9.065367701259415
design,4.6,83.0,6.55,4.5,6.0,20.99,83.0,12.64732350796542,21.651534470157507,31.696014651550513,19.33300303306755
it_software,4.4,13.0,1.0833333333333333,4.2,6.0,19.99,88.0,8.545317363395833,17.155437194613945,26.801934218460033,15.159773598863401
programming,4.3,122.0,14.983333333333333,4.4,7.0,20.99,84.0,16.44579703724298,26.535729661324638,31.458330726234987,17.721006691037502
programming,4.5,196.0,24.683333333333334,4.5,6.0,12.0398,77.0,7.47696636970457,12.680578743400064,12.680578743400064,7.47696636970457
lifestyle,4.3,124.0,9.233333333333333,4.3,7.0,21.99,88.0,10.22490390330595,19.238003432154095,19.556923305008404,10.437267675037237
business,3.9,141.0,30.433333333333334,2.7,8.0,16.99,80.0,5.440121825414797,21.858597227411806,30.122462381587415,8.908538705945453
business,4.4,68.0,6.4,4.4,11.0,21.99,90.0,11.686316093486157,22.011013769048777,39.30853235612382,26.65918192717463
it_software,4.1,352.0,37.25,4.2,8.0,16.99,40.0,5.728654315982437,10.121842738588619,12.17565691522429,7.349596596552507
business,4.3,96.0,17.283333333333335,4.2,6.0,16.99,88.0,17.064346676286874,26.609373522017354,61.16189192072689,37.30691867337387
it_software,4.5,123.0,7.1,4.5,7.0,21.99,62.0,14.312691879733393,23.46017095234272,26.02807617981373,14.94796786732062
programming,4.6,217.0,18.316666666666663,4.6,6.0,9.3018,91.0,15.823582793172744,28.175345216609962,73.95309908514103,46.54379809871459
business,4.4,44.0,4.4,4.5,6.0,20.99,85.0,13.293142865080902,40.863116778060686,81.73646307666266,40.555783517271905
programming,4.7,105.0,9.05,4.5,8.0,16.99,79.0,9.085602964160698,18.488670930752967,40.108455668423815,24.100848784692587
business,4.7,50.0,5.116666666666666,4.8,8.0,21.99,86.0,6.945149558032542,12.21376212822173,31.61284795080195,22.52129670829987
it_software,4.5,55.0,10.666666666666666,4.4,7.0,69.99,51.0,13.948792519767398,24.66486067452859,52.01331020222517,29.80015314546764
it_software,4.2,58.0,4.933333333333334,4.4,7.0,16.99,89.0,8.193212706006458,14.161397502170026,36.180421430693,18.263610288950503
it_software,4.3,92.0,11.233333333333333,4.3,10.0,16.99,51.0,18.84171362411926,31.58046113601192,31.58046113601192,18.84171362411926
personal_development,4.5,150.0,8.433333333333334,4.5,6.0,16.99,88.0,9.82357229868104,13.93335673528167,14.711524736802206,11.439505903970316
business,4.6,65.0,65.13333333333334,4.7,6.0,21.99,88.0,5.9059405836244885,10.846348591154285,13.011823562679217,10.534279499831536
programming,4.5,73.0,11.866666666666667,4.4,6.0,23.99,89.0,8.70218820194996,16.350345549094175,20.290752661661976,12.023103638093588
business,4.7,33.0,2.1333333333333333,4.7,8.0,16.99,88.0,7.9051293932705065,15.74329940891789,31.61284795080195,22.52129670829987
programming,4.5,111.0,5.916666666666667,4.3,6.0,12.0398,90.0,14.42409802457411,25.086103109728317,99.63023441938006,66.07727404541723
programming,4.2,127.0,15.066666666666666,4.5,6.0,9.8494,80.0,8.133187014000047,15.277786838072375,59.81992304180802,26.82326264150888
programming,4.6,119.0,9.333333333333334,4.6,6.0,19.99,35.0,14.2077851907301,28.202611967376463,73.95309908514103,46.54379809871459
it_software,4.5,74.0,16.866666666666667,4.5,7.0,16.99,84.0,14.196216673769438,29.68749676823603,78.09729257458346,45.1927534262081
it_software,4.5,52.0,3.6,4.4,6.0,9.8494,82.0,6.938232073815802,12.2382922988143,21.775260209999637,14.23086587561494
it_software,4.3,40.0,9.216666666666669,4.6,9.0,35.586600000000004,67.0,5.383212612087284,11.610157571388854,62.375367633572274,29.620782215676275
personal_development,4.6,240.0,34.88333333333333,4.6,9.0,16.99,90.0,14.745330322997592,27.760283503044153,28.313234496325435,15.592578104389407
it_software,4.5,142.0,13.35,4.7,6.0,21.99,84.0,11.74218584113261,22.512092265473015,48.46027142968475,28.451852634937737
business,4.3,44.0,3.5166666666666666,4.3,6.0,20.99,81.0,12.461213103953012,30.17490422793108,30.17490422793108,12.461213103953012
personal_development,4.5,32.0,2.2666666666666666,4.5,6.0,23.99,75.0,20.276979736877117,35.86834628348734,62.19561870553437,29.315617171905522
business,4.5,48.0,5.616666666666667,4.6,11.0,24.99,92.0,13.148205357790456,23.84506678787473,24.04332452179264,13.460791585982678
it_software,4.1,172.0,23.0,4.5,7.0,16.99,89.0,4.546835943776344,8.377718728240056,85.5815712067163,36.271608203051116
it_software,4.3,16.0,1.3833333333333333,4.4,9.0,16.99,64.0,17.43842304008502,30.047332688684815,106.40261620378516,48.42703450622569
personal_development,4.7,28.0,9.933333333333334,4.6,6.0,20.99,91.0,18.609768638263226,34.30152792339112,50.029182963778695,31.81336674199124
personal_development,4.4,24.0,2.066666666666667,4.8,7.0,16.99,89.0,6.109114744289606,9.640569056700919,29.078660800204155,14.398418036090561
business,4.5,85.0,7.1,4.6,6.0,23.99,80.0,18.45643511005796,29.554529039751365,61.81273708206234,39.17193430483767
programming,3.9,90.0,9.333333333333334,4.1,6.0,21.99,85.0,4.762203155904599,9.553712362070033,20.45618243539343,10.102283573448513
it_software,4.6,158.0,13.033333333333331,4.5,6.0,16.99,89.0,14.48154608400992,28.70934392060606,36.98124201361391,18.367941972828376
it_software,4.7,535.0,11.183333333333334,4.8,6.0,16.99,62.0,11.951190628496205,22.798491743872866,82.55136073354583,54.92220406132286
it_software,3.8,183.0,17.1,3.7,6.0,16.99,43.0,5.289572472694208,9.20516408251589,22.283520572395524,11.365154706209827
personal_development,4.4,27.0,2.183333333333333,4.4,7.0,20.99,89.0,13.604583230354141,26.160739909306294,77.33351705928078,35.06681115918879
it_software,4.5,24.0,3.2666666666666666,4.6,6.0,9.3018,90.0,9.397796374952975,17.8527074698508,50.67952313018422,35.87249129587879
business,4.4,74.0,6.9,4.6,9.0,20.99,80.0,11.194874355302971,21.608787005614452,24.042747887954118,11.90197928614944
programming,4.4,111.0,9.0,4.2,6.0,17.99,76.0,14.128076443741248,26.147095232114957,75.20141416912026,38.6173403257455
marketing,4.1,19.0,2.6,4.2,6.0,17.99,89.0,8.158305107421281,11.70824169103208,13.502971453822553,9.310175012275657
business,4.1,43.0,2.9,3.8,6.0,16.99,80.0,5.708267473384861,10.656022367666107,18.6883605491793,7.355762368401103
it_software,4.6,58.0,5.016666666666667,4.3,6.0,23.99,84.0,8.0,16.86513827086216,63.11242209286401,39.83284411242242
